age,job,marital,education,balance,housing,loan,month,campaign,deposit
52.0,retired,divorced,tertiary,-309,yes,no,jun,2,yes
35.0,technician,single,tertiary,670,no,no,apr,4,yes
46.0,admin.,divorced,secondary,2196,no,no,jul,5,yes
49.0,services,divorced,secondary,947,no,no,jun,2,yes
22.0,student,single,secondary,71,no,no,jul,1,yes
36.0,technician,married,tertiary,521,no,no,oct,3,yes
38.0,technician,married,secondary,4087,yes,no,feb,1,yes
40.0,management,married,tertiary,-17,yes,yes,may,1,yes
24.0,technician,married,secondary,556,yes,no,aug,2,yes
74.5,retired,divorced,primary,229,no,no,oct,1,yes
25.0,technician,single,secondary,325,no,no,oct,3,yes
63.0,management,married,tertiary,4087,no,no,nov,2,yes
31.0,management,single,tertiary,4087,no,no,aug,6,yes
41.0,technician,single,secondary,650,yes,no,nov,3,yes
50.0,retired,married,secondary,4087,no,no,may,3,yes
27.0,self-employed,single,tertiary,168,no,no,nov,1,yes
27.0,blue-collar,single,secondary,2486,yes,no,may,1,yes
50.0,technician,divorced,secondary,396,no,no,jun,2,yes
44.0,management,married,tertiary,1791,no,no,aug,1,yes
26.0,self-employed,single,tertiary,168,no,no,apr,1,yes
46.0,technician,married,unknown,3308,no,no,jul,2,yes
36.0,services,married,secondary,4087,no,no,jun,1,yes
35.0,management,single,tertiary,4087,no,no,aug,4,yes
68.0,retired,married,secondary,1146,no,no,mar,2,yes
50.0,admin.,divorced,secondary,237,no,yes,nov,1,yes
36.0,services,married,unknown,618,no,no,jul,1,yes
34.0,admin.,divorced,secondary,1085,no,no,mar,6,yes
30.0,management,single,tertiary,1028,no,no,feb,2,yes
22.0,admin.,single,secondary,114,no,no,mar,1,yes
59.0,admin.,married,secondary,0,yes,no,jul,1,yes
60.0,blue-collar,married,primary,631,no,no,aug,2,yes
32.0,technician,married,secondary,660,no,no,oct,2,yes
46.0,self-employed,married,tertiary,2421,no,no,nov,1,yes
23.0,student,single,secondary,794,no,no,jul,3,yes
22.0,self-employed,single,secondary,2138,no,yes,aug,1,yes
59.0,services,married,secondary,2965,yes,no,may,3,yes
26.0,management,single,tertiary,222,no,no,jun,1,yes
35.0,management,divorced,tertiary,4087,yes,no,jul,1,yes
53.0,retired,married,secondary,665,yes,no,apr,2,yes
39.0,management,married,tertiary,285,yes,no,jul,3,yes
32.0,technician,married,secondary,473,no,yes,aug,1,yes
41.0,management,married,tertiary,2226,no,no,aug,2,yes
37.0,admin.,single,secondary,245,yes,yes,may,2,yes
35.0,management,married,tertiary,1133,yes,no,nov,1,yes
42.0,management,married,tertiary,294,no,no,aug,1,yes
27.0,admin.,divorced,secondary,451,yes,no,jul,1,yes
57.0,unknown,married,unknown,4087,no,no,oct,1,yes
41.0,blue-collar,married,primary,1461,yes,no,jun,2,yes
37.0,housemaid,single,secondary,465,yes,no,may,3,yes
44.0,unemployed,divorced,tertiary,0,no,no,feb,3,yes
32.0,technician,single,tertiary,654,yes,no,may,4,yes
34.0,admin.,married,tertiary,79,yes,no,aug,1,yes
42.0,services,married,tertiary,4087,no,no,jun,2,yes
54.0,admin.,married,secondary,66,yes,no,nov,1,yes
48.0,self-employed,married,tertiary,0,no,no,jan,3,yes
73.0,retired,married,primary,4087,no,no,aug,1,yes
33.0,management,married,tertiary,2599,no,no,apr,2,yes
42.0,management,married,tertiary,2187,yes,no,nov,3,yes
57.0,admin.,married,secondary,2120,no,no,aug,4,yes
29.0,services,single,primary,339,no,no,jul,3,yes
47.0,blue-collar,married,secondary,4087,no,no,aug,2,yes
51.0,management,married,tertiary,346,no,no,feb,1,yes
34.0,management,married,tertiary,158,no,no,jun,1,yes
25.0,technician,single,secondary,4087,yes,no,may,3,yes
50.0,admin.,married,secondary,4087,no,no,aug,2,yes
47.0,admin.,single,secondary,3696,no,no,jul,2,yes
40.0,technician,married,secondary,-357,yes,no,jul,4,yes
74.5,retired,married,secondary,4087,no,no,mar,6,yes
30.0,student,single,secondary,48,no,no,feb,1,yes
54.0,self-employed,single,tertiary,384,no,yes,may,1,yes
53.0,blue-collar,married,primary,751,yes,no,feb,2,yes
33.0,blue-collar,divorced,secondary,3546,yes,no,may,2,yes
60.0,management,married,tertiary,73,no,no,aug,2,yes
35.0,self-employed,single,tertiary,71,no,no,jun,1,yes
46.0,admin.,married,secondary,974,no,no,jun,2,yes
52.0,services,married,primary,306,yes,no,may,5,yes
50.0,management,married,tertiary,3463,no,yes,oct,1,yes
47.0,admin.,married,secondary,3676,no,no,jul,2,yes
73.0,retired,married,tertiary,459,no,no,feb,1,yes
35.0,admin.,married,tertiary,286,no,no,apr,2,yes
26.0,blue-collar,married,secondary,-11,yes,yes,jul,3,yes
46.0,management,married,tertiary,273,yes,no,sep,1,yes
42.0,management,married,tertiary,2665,yes,no,jun,2,yes
29.0,self-employed,single,tertiary,3290,no,no,may,1,yes
30.0,management,single,tertiary,4087,no,no,jun,2,yes
37.0,management,married,tertiary,1276,no,no,nov,1,yes
28.0,admin.,single,unknown,2736,no,no,jul,1,yes
32.0,blue-collar,married,secondary,4087,yes,no,may,4,yes
53.0,management,married,tertiary,1624,no,no,aug,1,yes
41.0,self-employed,married,secondary,0,yes,no,nov,1,yes
40.0,services,married,secondary,446,yes,no,may,1,yes
53.0,technician,married,tertiary,395,no,no,oct,1,yes
64.0,retired,divorced,primary,315,no,no,feb,1,yes
32.0,technician,married,secondary,484,yes,no,aug,2,yes
48.0,technician,married,secondary,0,no,no,may,1,yes
35.0,admin.,single,secondary,507,yes,no,jul,2,yes
43.0,management,married,tertiary,2987,no,no,jun,1,yes
25.0,services,single,secondary,801,no,no,jun,2,yes
43.0,management,married,tertiary,0,no,no,jul,3,yes
29.0,management,single,tertiary,572,yes,no,nov,1,yes
61.0,management,single,tertiary,2,no,no,aug,1,yes
64.0,retired,married,unknown,34,no,no,aug,2,yes
27.0,technician,single,tertiary,1075,no,no,sep,2,yes
38.0,technician,single,tertiary,508,yes,yes,aug,2,yes
36.0,management,married,tertiary,926,no,no,apr,1,yes
61.0,self-employed,married,tertiary,4087,no,no,oct,1,yes
49.0,blue-collar,divorced,primary,24,yes,no,may,1,yes
33.0,blue-collar,single,primary,611,no,no,sep,2,yes
25.0,blue-collar,single,secondary,1857,yes,no,oct,1,yes
33.0,blue-collar,single,secondary,329,no,no,sep,1,yes
51.0,management,married,tertiary,2635,no,no,may,3,yes
32.0,blue-collar,married,secondary,225,yes,no,apr,1,yes
32.0,admin.,married,secondary,1604,no,yes,jul,1,yes
72.0,retired,married,primary,4087,no,no,mar,1,yes
34.0,admin.,married,secondary,1406,yes,no,aug,2,yes
38.0,technician,married,secondary,4087,no,no,nov,1,yes
35.0,management,married,tertiary,611,no,no,oct,2,yes
38.0,technician,divorced,tertiary,1805,no,no,jun,2,yes
43.0,blue-collar,single,primary,-399,no,yes,jul,3,yes
31.0,technician,single,tertiary,208,no,no,aug,6,yes
30.0,management,married,tertiary,4087,no,no,may,2,yes
22.0,student,single,primary,3472,no,no,oct,1,yes
46.0,admin.,married,secondary,556,yes,yes,may,3,yes
52.0,management,married,tertiary,4087,no,no,aug,1,yes
35.0,technician,single,tertiary,4087,yes,no,may,3,yes
71.0,retired,married,primary,2988,no,no,apr,1,yes
30.0,management,single,tertiary,102,yes,no,dec,3,yes
25.0,student,single,secondary,1868,no,no,oct,1,yes
34.0,management,single,tertiary,-578,yes,no,may,2,yes
51.0,admin.,married,secondary,241,no,no,dec,2,yes
25.0,services,single,secondary,162,yes,no,sep,2,yes
48.0,management,married,tertiary,4087,yes,no,jun,1,yes
42.0,blue-collar,married,secondary,366,yes,no,may,1,yes
55.0,management,married,unknown,1504,yes,no,may,2,yes
38.0,admin.,single,secondary,262,no,no,feb,2,yes
26.0,blue-collar,single,secondary,191,yes,no,may,1,yes
27.0,admin.,married,tertiary,73,no,no,feb,1,yes
74.5,retired,married,primary,358,no,no,feb,6,yes
32.0,technician,single,secondary,483,no,no,aug,3,yes
39.0,management,single,tertiary,4087,no,no,apr,4,yes
46.0,technician,single,secondary,4087,no,no,jun,1,yes
40.0,management,married,tertiary,0,yes,no,mar,2,yes
36.0,blue-collar,divorced,secondary,2843,no,no,aug,1,yes
54.0,self-employed,divorced,primary,351,yes,no,jun,2,yes
42.0,management,married,tertiary,372,yes,no,aug,3,yes
42.0,management,married,tertiary,4087,no,no,may,2,yes
37.0,blue-collar,single,secondary,133,yes,no,may,2,yes
25.0,student,single,unknown,3,no,no,may,1,yes
29.0,management,single,tertiary,4087,no,no,feb,6,yes
32.0,management,single,tertiary,2551,yes,no,jul,3,yes
64.0,retired,married,secondary,571,yes,no,apr,2,yes
55.0,management,married,tertiary,4087,no,no,jan,1,yes
56.0,management,married,primary,0,no,no,feb,1,yes
28.0,admin.,single,unknown,24,yes,no,jul,2,yes
52.0,management,divorced,tertiary,2104,no,no,jun,2,yes
36.0,technician,divorced,secondary,3158,yes,no,jun,2,yes
25.0,student,married,tertiary,10,yes,no,jul,4,yes
66.0,self-employed,married,tertiary,147,no,no,jan,1,yes
31.0,management,single,tertiary,4087,yes,no,may,4,yes
43.0,technician,divorced,unknown,4087,no,no,jul,2,yes
59.0,management,married,tertiary,474,no,no,aug,1,yes
35.0,management,married,unknown,2326,yes,yes,sep,1,yes
48.0,admin.,married,primary,3644,yes,yes,jul,6,yes
38.0,admin.,married,tertiary,1988,no,no,mar,2,yes
27.0,admin.,married,secondary,1595,no,no,dec,2,yes
25.0,student,single,secondary,331,no,no,aug,4,yes
56.0,management,married,unknown,4087,no,no,feb,1,yes
54.0,management,divorced,tertiary,4087,yes,no,dec,2,yes
36.0,unemployed,married,tertiary,154,no,no,aug,6,yes
31.0,admin.,single,secondary,190,no,no,apr,1,yes
62.0,entrepreneur,married,secondary,3904,no,no,jan,2,yes
31.0,technician,single,tertiary,882,no,no,sep,1,yes
66.0,retired,divorced,unknown,53,no,no,jul,4,yes
32.0,management,single,tertiary,4087,yes,no,may,4,yes
40.0,services,divorced,secondary,687,yes,no,feb,1,yes
43.0,blue-collar,married,primary,3064,yes,no,nov,2,yes
51.0,housemaid,divorced,secondary,4087,no,no,jul,4,yes
34.0,blue-collar,married,secondary,800,no,no,apr,1,yes
47.0,management,married,tertiary,3505,no,no,nov,2,yes
36.0,management,single,tertiary,4087,yes,no,sep,1,yes
27.0,technician,single,tertiary,667,no,no,jan,2,yes
52.0,services,divorced,secondary,36,yes,yes,may,1,yes
44.0,housemaid,single,primary,1059,no,no,jun,1,yes
26.0,technician,married,secondary,915,no,no,jun,1,yes
32.0,technician,married,secondary,1547,no,no,oct,1,yes
34.0,management,married,tertiary,3050,yes,no,may,1,yes
35.0,technician,married,tertiary,4087,no,no,aug,3,yes
32.0,management,single,tertiary,2,yes,no,sep,2,yes
43.0,self-employed,married,secondary,4087,yes,no,nov,1,yes
50.0,unemployed,married,primary,705,no,no,jun,1,yes
40.0,blue-collar,married,primary,1758,yes,no,may,3,yes
29.0,self-employed,single,tertiary,476,yes,no,may,1,yes
32.0,technician,married,secondary,348,yes,no,jul,1,yes
50.0,management,married,tertiary,4087,no,no,jan,1,yes
65.0,unemployed,married,secondary,3195,no,no,mar,1,yes
59.0,self-employed,married,tertiary,2013,no,no,nov,2,yes
44.0,entrepreneur,married,tertiary,121,no,no,aug,1,yes
33.0,admin.,married,secondary,82,yes,no,jul,1,yes
33.0,management,single,tertiary,935,no,no,feb,2,yes
57.0,unemployed,married,secondary,3754,no,no,feb,2,yes
38.0,management,single,tertiary,104,yes,no,may,3,yes
49.0,management,married,tertiary,4087,no,no,aug,4,yes
45.0,blue-collar,married,unknown,1529,yes,no,nov,1,yes
25.0,technician,single,secondary,102,no,yes,jul,2,yes
22.0,housemaid,single,secondary,1796,no,no,jun,3,yes
32.0,management,single,tertiary,935,no,no,aug,2,yes
36.0,services,single,secondary,365,no,no,may,1,yes
32.0,management,divorced,tertiary,222,no,yes,jul,4,yes
45.0,blue-collar,single,secondary,0,no,no,aug,2,yes
35.0,housemaid,single,secondary,1015,yes,no,jun,2,yes
23.0,student,single,secondary,107,no,no,oct,1,yes
50.0,blue-collar,married,primary,82,no,no,apr,1,yes
31.0,management,married,tertiary,877,no,no,jun,1,yes
61.0,retired,married,tertiary,2557,yes,no,nov,1,yes
42.0,blue-collar,married,primary,1673,yes,no,apr,3,yes
39.0,blue-collar,married,secondary,2467,no,no,jul,2,yes
37.0,technician,single,secondary,980,no,no,aug,5,yes
30.0,blue-collar,single,secondary,183,yes,no,jul,1,yes
55.0,unemployed,divorced,secondary,387,yes,no,may,1,yes
30.0,services,divorced,primary,459,yes,no,jul,1,yes
57.0,management,married,tertiary,1227,no,no,jun,1,yes
31.0,unemployed,single,tertiary,302,no,no,feb,1,yes
37.0,entrepreneur,divorced,secondary,175,yes,yes,may,6,yes
34.0,blue-collar,married,secondary,182,no,no,aug,2,yes
31.0,technician,married,secondary,-367,yes,no,jul,2,yes
52.0,technician,married,tertiary,876,no,no,may,3,yes
48.0,unemployed,divorced,secondary,201,no,no,nov,1,yes
73.0,retired,married,primary,796,no,no,oct,1,yes
54.0,retired,divorced,tertiary,0,no,no,may,1,yes
38.0,admin.,married,secondary,1559,no,no,mar,2,yes
39.0,blue-collar,married,primary,70,no,no,may,1,yes
44.0,self-employed,single,tertiary,2734,yes,no,may,4,yes
29.0,admin.,single,secondary,3528,no,no,oct,1,yes
51.0,management,married,tertiary,469,no,no,apr,1,yes
31.0,blue-collar,married,secondary,3311,yes,no,may,1,yes
33.0,services,single,secondary,152,yes,no,may,2,yes
39.0,self-employed,married,tertiary,1047,no,no,jun,1,yes
30.0,technician,married,secondary,484,yes,no,may,1,yes
39.0,technician,married,secondary,1587,yes,no,sep,2,yes
25.0,management,married,tertiary,4087,no,no,mar,5,yes
57.0,admin.,single,secondary,3551,yes,no,may,1,yes
35.0,management,married,tertiary,495,no,no,apr,1,yes
27.0,blue-collar,single,secondary,3792,no,no,apr,2,yes
27.0,technician,single,secondary,489,yes,no,jul,4,yes
28.0,self-employed,single,tertiary,159,no,no,nov,2,yes
41.0,admin.,single,secondary,985,yes,no,jun,2,yes
46.0,blue-collar,married,primary,369,yes,no,may,2,yes
38.0,management,divorced,secondary,257,yes,no,apr,1,yes
35.0,technician,married,secondary,2779,no,no,oct,2,yes
24.0,services,single,secondary,638,yes,yes,may,3,yes
24.0,blue-collar,single,secondary,833,yes,no,may,1,yes
28.0,management,single,tertiary,4087,no,no,jul,2,yes
28.0,admin.,single,secondary,4087,no,no,may,1,yes
53.0,management,married,secondary,2693,no,no,mar,1,yes
45.0,management,married,tertiary,160,no,no,nov,2,yes
33.0,services,married,secondary,1697,no,no,nov,1,yes
51.0,management,married,tertiary,0,no,no,jun,1,yes
32.0,technician,single,tertiary,-770,yes,no,may,1,yes
65.0,retired,married,secondary,4087,no,no,apr,2,yes
32.0,blue-collar,married,primary,3136,yes,no,nov,1,yes
67.0,retired,married,primary,1430,no,no,jan,2,yes
53.0,technician,married,secondary,4087,no,no,may,2,yes
41.0,blue-collar,divorced,primary,664,no,yes,jul,5,yes
30.0,blue-collar,single,secondary,49,no,no,jan,2,yes
37.0,blue-collar,married,secondary,604,yes,no,oct,1,yes
27.0,technician,single,tertiary,931,yes,no,feb,1,yes
74.5,retired,married,tertiary,699,no,no,aug,2,yes
32.0,admin.,single,secondary,212,no,no,jul,5,yes
25.0,management,single,tertiary,362,no,no,jun,2,yes
32.0,management,single,tertiary,2667,yes,no,aug,2,yes
43.0,technician,married,secondary,-754,yes,yes,jul,3,yes
30.0,services,married,secondary,517,no,no,dec,2,yes
59.0,management,divorced,tertiary,258,yes,no,oct,1,yes
61.0,retired,married,tertiary,3140,yes,yes,aug,4,yes
32.0,self-employed,single,tertiary,658,yes,no,mar,1,yes
37.0,management,married,tertiary,255,no,no,feb,2,yes
51.0,self-employed,married,tertiary,4087,yes,yes,jul,4,yes
55.0,management,divorced,tertiary,4087,yes,no,jun,2,yes
38.0,management,single,tertiary,3646,yes,no,may,2,yes
47.0,admin.,married,secondary,368,no,no,may,1,yes
59.0,services,divorced,secondary,1,yes,no,jan,1,yes
51.0,retired,married,secondary,1435,no,no,jun,1,yes
25.0,admin.,single,secondary,122,yes,no,may,2,yes
67.0,retired,divorced,primary,2027,no,no,mar,2,yes
58.0,entrepreneur,married,secondary,496,no,no,apr,1,yes
52.0,management,single,tertiary,83,no,no,aug,6,yes
54.0,technician,single,tertiary,467,yes,no,jul,3,yes
27.0,technician,single,secondary,0,no,yes,jul,1,yes
41.0,services,married,secondary,471,yes,no,may,2,yes
72.0,retired,married,secondary,4087,no,no,may,1,yes
24.0,blue-collar,married,secondary,-389,yes,yes,jun,1,yes
36.0,admin.,single,tertiary,364,no,yes,aug,1,yes
39.0,services,married,secondary,25,yes,yes,may,1,yes
55.0,technician,divorced,secondary,3450,no,no,feb,1,yes
35.0,admin.,married,secondary,2374,yes,no,aug,2,yes
32.0,technician,single,tertiary,4087,no,no,apr,1,yes
29.0,blue-collar,single,tertiary,455,no,no,may,2,yes
59.0,services,single,secondary,739,no,no,jan,1,yes
33.0,management,married,secondary,336,no,no,apr,3,yes
30.0,services,divorced,secondary,436,yes,no,jun,1,yes
30.0,management,single,tertiary,536,no,no,jul,1,yes
37.0,management,married,tertiary,0,no,no,jul,2,yes
39.0,management,single,tertiary,0,yes,no,feb,3,yes
40.0,blue-collar,married,unknown,1181,yes,no,feb,2,yes
29.0,management,single,tertiary,265,no,no,may,1,yes
24.0,unemployed,single,secondary,2573,no,no,may,2,yes
31.0,blue-collar,married,primary,-537,yes,yes,jul,6,yes
62.0,management,married,secondary,1128,no,no,sep,1,yes
33.0,admin.,married,unknown,2780,no,no,nov,1,yes
67.0,management,married,tertiary,405,no,no,nov,2,yes
44.0,self-employed,married,secondary,706,no,no,nov,1,yes
74.5,retired,married,secondary,2661,no,no,nov,5,yes
30.0,technician,single,secondary,2734,no,no,nov,3,yes
38.0,housemaid,married,primary,196,no,no,apr,1,yes
31.0,management,single,tertiary,533,no,no,may,1,yes
38.0,technician,married,secondary,4087,no,no,aug,4,yes
36.0,services,single,secondary,1227,yes,yes,may,5,yes
30.0,blue-collar,married,secondary,5,no,no,apr,3,yes
34.0,technician,married,tertiary,197,no,no,aug,3,yes
27.0,management,single,primary,13,no,no,jan,3,yes
32.0,admin.,married,tertiary,284,yes,no,apr,3,yes
37.0,management,single,tertiary,33,yes,no,mar,1,yes
56.0,management,married,tertiary,2333,no,no,may,1,yes
28.0,blue-collar,single,secondary,1705,no,no,dec,2,yes
49.0,blue-collar,married,secondary,2039,yes,no,may,1,yes
23.0,student,single,secondary,381,no,no,feb,1,yes
56.0,retired,married,secondary,3738,yes,no,apr,1,yes
54.0,blue-collar,divorced,primary,4087,no,no,may,1,yes
59.0,management,married,tertiary,553,yes,no,jul,3,yes
53.0,technician,married,secondary,-725,yes,no,may,1,yes
51.0,retired,married,primary,67,no,no,jun,1,yes
31.0,unemployed,married,tertiary,330,no,no,jul,1,yes
62.0,management,divorced,tertiary,4087,no,no,feb,4,yes
38.0,technician,single,tertiary,25,yes,no,jun,2,yes
25.0,management,single,tertiary,316,no,no,mar,2,yes
43.0,technician,divorced,unknown,4087,no,no,apr,1,yes
45.0,admin.,divorced,secondary,0,no,no,oct,1,yes
74.5,retired,divorced,primary,1389,no,no,apr,1,yes
30.0,management,single,tertiary,398,no,no,oct,1,yes
69.0,retired,divorced,tertiary,247,no,no,apr,2,yes
48.0,entrepreneur,married,secondary,0,no,yes,jul,2,yes
31.0,admin.,single,secondary,131,yes,no,jun,1,yes
57.0,retired,single,primary,604,no,no,nov,1,no
45.0,admin.,divorced,secondary,0,yes,no,nov,1,no
48.0,blue-collar,married,secondary,238,yes,yes,jun,2,no
34.0,admin.,single,secondary,673,yes,no,jan,1,no
37.0,entrepreneur,married,tertiary,4087,no,no,nov,1,no
32.0,management,married,tertiary,3696,no,no,may,3,no
35.0,self-employed,married,secondary,347,no,no,jun,1,no
31.0,blue-collar,married,primary,-199,yes,yes,may,5,no
54.0,technician,married,tertiary,337,yes,no,may,2,no
52.0,unemployed,married,secondary,4087,no,no,may,1,no
29.0,self-employed,single,secondary,970,yes,no,may,1,no
34.0,services,single,secondary,258,yes,no,jun,2,no
37.0,blue-collar,divorced,secondary,614,yes,no,may,1,no
66.0,housemaid,married,secondary,1929,no,no,feb,1,no
33.0,technician,married,secondary,2362,yes,no,aug,4,no
60.0,retired,married,secondary,4087,yes,yes,aug,6,no
55.0,management,divorced,tertiary,608,yes,no,may,2,no
34.0,blue-collar,single,secondary,3723,yes,no,may,5,no
52.0,blue-collar,married,primary,117,no,yes,jul,2,no
29.0,services,married,secondary,363,yes,no,may,1,no
43.0,services,divorced,secondary,130,yes,no,may,1,no
57.0,services,divorced,primary,2225,yes,no,may,4,no
32.0,blue-collar,married,primary,-105,yes,yes,jul,6,no
67.0,unknown,married,tertiary,4087,no,no,oct,3,no
45.0,services,married,secondary,222,no,no,aug,6,no
47.0,technician,single,secondary,736,no,no,jul,2,no
31.0,self-employed,single,tertiary,84,no,no,aug,4,no
52.0,blue-collar,divorced,primary,196,yes,no,may,3,no
41.0,technician,married,secondary,2123,no,no,aug,2,no
35.0,blue-collar,single,secondary,-482,yes,no,may,1,no
48.0,management,divorced,tertiary,700,yes,no,aug,2,no
53.0,blue-collar,married,primary,1388,no,no,aug,4,no
59.0,entrepreneur,married,primary,222,no,no,nov,1,no
26.0,blue-collar,single,secondary,592,yes,yes,may,1,no
30.0,management,married,tertiary,0,no,no,aug,2,no
56.0,self-employed,married,tertiary,411,no,no,jun,4,no
41.0,blue-collar,divorced,secondary,-104,yes,no,may,3,no
52.0,technician,married,secondary,475,yes,no,jul,3,no
35.0,admin.,single,secondary,181,yes,no,may,4,no
41.0,management,married,tertiary,653,yes,no,nov,2,no
39.0,management,married,tertiary,0,yes,no,jun,2,no
51.0,management,married,tertiary,0,yes,yes,aug,1,no
46.0,blue-collar,married,secondary,942,no,no,nov,3,no
43.0,technician,divorced,primary,13,no,yes,jul,4,no
31.0,technician,single,secondary,200,no,no,aug,2,no
56.0,unemployed,married,secondary,660,yes,no,jun,3,no
35.0,entrepreneur,married,secondary,1309,yes,no,nov,3,no
58.0,self-employed,married,tertiary,-364,yes,no,may,1,no
33.0,technician,married,secondary,-616,yes,yes,may,1,no
36.0,blue-collar,single,secondary,2596,no,no,jun,6,no
49.0,entrepreneur,single,secondary,4087,no,no,aug,3,no
47.0,technician,married,secondary,568,yes,no,jul,2,no
61.0,retired,married,primary,296,yes,yes,jun,2,no
45.0,services,married,secondary,561,yes,no,may,6,no
53.0,management,divorced,tertiary,2894,yes,no,may,1,no
31.0,management,married,tertiary,2344,yes,no,aug,6,no
35.0,admin.,married,secondary,1345,yes,no,jul,1,no
55.0,management,married,tertiary,171,yes,no,aug,6,no
50.0,technician,married,secondary,1838,yes,yes,aug,6,no
53.0,unknown,married,unknown,549,no,no,jan,2,no
45.0,admin.,married,secondary,1097,yes,yes,feb,1,no
45.0,unemployed,married,tertiary,1148,no,no,nov,2,no
32.0,technician,single,tertiary,3818,no,no,aug,4,no
33.0,blue-collar,married,primary,934,yes,no,jun,2,no
51.0,blue-collar,married,primary,-637,yes,yes,nov,2,no
27.0,housemaid,married,secondary,65,yes,yes,jul,1,no
37.0,technician,married,secondary,24,yes,no,aug,1,no
45.0,blue-collar,married,primary,907,no,no,aug,6,no
40.0,blue-collar,married,secondary,100,yes,no,may,2,no
41.0,blue-collar,married,primary,686,yes,no,nov,3,no
35.0,management,single,tertiary,3,yes,yes,feb,1,no
62.0,retired,married,tertiary,4087,yes,no,oct,1,no
42.0,technician,married,secondary,-197,yes,no,aug,6,no
38.0,management,divorced,tertiary,4087,yes,no,nov,1,no
36.0,technician,single,secondary,664,no,no,aug,3,no
59.0,services,married,secondary,307,yes,yes,may,6,no
46.0,services,divorced,secondary,5,yes,yes,jan,2,no
42.0,blue-collar,married,primary,-67,yes,no,may,1,no
27.0,student,single,secondary,3754,no,no,mar,3,no
44.0,technician,married,secondary,1139,yes,no,jan,1,no
32.0,services,married,secondary,250,yes,no,may,1,no
32.0,self-employed,divorced,tertiary,3695,yes,no,may,1,no
43.0,blue-collar,married,secondary,1025,yes,no,jun,1,no
38.0,management,married,tertiary,328,no,no,aug,2,no
40.0,services,married,secondary,0,yes,no,jun,1,no
44.0,management,married,tertiary,4087,yes,yes,may,1,no
49.0,management,divorced,tertiary,1904,no,yes,nov,2,no
37.0,management,married,tertiary,347,yes,no,jul,1,no
40.0,unemployed,married,secondary,1289,no,no,may,2,no
54.0,management,divorced,tertiary,129,yes,no,may,1,no
38.0,blue-collar,married,primary,178,yes,no,may,1,no
45.0,management,married,tertiary,81,no,yes,jul,3,no
49.0,self-employed,married,tertiary,599,no,no,aug,1,no
46.0,technician,married,secondary,190,yes,no,aug,2,no
39.0,blue-collar,married,secondary,0,yes,no,may,1,no
56.0,management,married,tertiary,563,yes,no,may,2,no
37.0,blue-collar,married,secondary,105,yes,no,may,2,no
39.0,management,married,tertiary,3518,yes,no,may,1,no
53.0,self-employed,married,secondary,248,no,yes,nov,1,no
38.0,blue-collar,married,secondary,961,yes,no,may,1,no
25.0,technician,single,tertiary,640,yes,no,may,2,no
35.0,technician,married,secondary,1144,no,no,aug,6,no
47.0,unemployed,married,primary,0,no,no,jun,1,no
40.0,management,married,tertiary,4087,no,no,jul,2,no
31.0,self-employed,married,tertiary,1134,no,no,feb,2,no
50.0,technician,married,primary,570,no,no,jun,3,no
40.0,blue-collar,married,secondary,0,yes,no,may,2,no
55.0,retired,married,tertiary,357,yes,no,aug,1,no
31.0,services,married,secondary,593,yes,no,nov,2,no
59.0,blue-collar,married,primary,229,yes,yes,may,1,no
52.0,management,married,primary,0,no,no,jun,3,no
55.0,unknown,married,secondary,1157,no,no,jul,1,no
49.0,management,married,tertiary,234,no,no,aug,6,no
31.0,self-employed,married,tertiary,322,yes,no,may,1,no
55.0,entrepreneur,married,secondary,113,yes,no,jun,1,no
38.0,entrepreneur,married,secondary,2139,yes,no,may,1,no
52.0,unemployed,married,secondary,2251,yes,no,jun,6,no
57.0,management,divorced,unknown,0,no,no,may,1,no
65.0,management,divorced,tertiary,2756,no,no,sep,2,no
53.0,retired,married,tertiary,4087,no,no,aug,2,no
34.0,technician,single,tertiary,2047,yes,no,jul,5,no
41.0,self-employed,single,tertiary,0,no,no,nov,1,no
44.0,unemployed,married,tertiary,1151,yes,no,jun,2,no
49.0,technician,married,secondary,4087,no,no,aug,4,no
39.0,technician,married,secondary,1,yes,no,may,2,no
54.0,management,married,tertiary,203,no,no,nov,1,no
22.0,student,single,secondary,2162,no,no,feb,1,no
31.0,admin.,married,secondary,337,no,no,may,1,no
53.0,housemaid,married,unknown,0,no,no,aug,1,no
59.0,technician,divorced,secondary,2,no,no,aug,2,no
59.0,admin.,married,secondary,1365,no,no,jun,1,no
56.0,management,married,tertiary,2366,yes,yes,feb,2,no
52.0,management,divorced,tertiary,-803,yes,no,aug,3,no
57.0,entrepreneur,divorced,tertiary,873,no,no,jun,3,no
41.0,admin.,married,secondary,-76,yes,no,apr,1,no
39.0,housemaid,married,tertiary,2990,no,no,apr,4,no
35.0,management,divorced,tertiary,538,yes,no,may,4,no
53.0,management,divorced,tertiary,4087,yes,no,jul,2,no
35.0,technician,married,secondary,840,yes,no,jul,4,no
25.0,technician,single,secondary,1847,no,no,may,2,no
34.0,services,married,secondary,40,yes,no,jul,2,no
38.0,self-employed,married,secondary,30,no,no,jun,1,no
42.0,management,married,primary,860,yes,no,may,3,no
28.0,self-employed,single,secondary,123,yes,no,may,1,no
35.0,blue-collar,married,secondary,667,yes,no,may,5,no
34.0,admin.,single,secondary,601,no,no,nov,3,no
32.0,technician,married,secondary,616,yes,no,aug,6,no
